Column1;Ã¯..ActiveScreener.Id;Time.of.Screening;Title;Authors;Question;List.of.Reviewers;Answers
1730;7362128;06/11/2021 14:50:59;Carbon export fluxes in the Southern Ocean: Results from inverse modeling and comparison with satellite-based estimates;Schlitzer, R. ;Emission  source in study;Sanchez, Luis;Natural sources 
1731;7362127;06/02/2021 21:32:54;OCULAR AND DERMATOLOGICAL HEALTH-EFFECTS OF ULTRAVIOLET-RADIATION EXPOSURE FROM THE OZONE HOLE IN SOUTHERN CHILE;Schein, O. D., Vicencio, C., Munoz, B.  et al.;Include this reference?;Manzano, Carlos;Yes, include the reference
1732;7362127;06/02/2021 21:32:54;OCULAR AND DERMATOLOGICAL HEALTH-EFFECTS OF ULTRAVIOLET-RADIATION EXPOSURE FROM THE OZONE HOLE IN SOUTHERN CHILE;Schein, O. D., Vicencio, C., Munoz, B.  et al.;DUDOSO;Manzano, Carlos;No, no tengo dudas en mis respuestas
1733;7362127;06/02/2021 21:32:54;OCULAR AND DERMATOLOGICAL HEALTH-EFFECTS OF ULTRAVIOLET-RADIATION EXPOSURE FROM THE OZONE HOLE IN SOUTHERN CHILE;Schein, O. D., Vicencio, C., Munoz, B.  et al.;Characterize the organization to which the authors are affiliated?;Manzano, Carlos;International organization
1734;7362127;06/02/2021 21:32:54;OCULAR AND DERMATOLOGICAL HEALTH-EFFECTS OF ULTRAVIOLET-RADIATION EXPOSURE FROM THE OZONE HOLE IN SOUTHERN CHILE;Schein, O. D., Vicencio, C., Munoz, B.  et al.;Characterize the organization to which the authors are affiliated?;Manzano, Carlos;Academia (university, institute, others)
1735;7362127;06/02/2021 21:32:54;OCULAR AND DERMATOLOGICAL HEALTH-EFFECTS OF ULTRAVIOLET-RADIATION EXPOSURE FROM THE OZONE HOLE IN SOUTHERN CHILE;Schein, O. D., Vicencio, C., Munoz, B.  et al.;Strategies;Manzano, Carlos;Exposure assessment
1736;7362127;06/02/2021 21:32:54;OCULAR AND DERMATOLOGICAL HEALTH-EFFECTS OF ULTRAVIOLET-RADIATION EXPOSURE FROM THE OZONE HOLE IN SOUTHERN CHILE;Schein, O. D., Vicencio, C., Munoz, B.  et al.;Study characteristics;Manzano, Carlos;Ambient (eg outdoor)
1737;7362127;06/02/2021 21:32:54;OCULAR AND DERMATOLOGICAL HEALTH-EFFECTS OF ULTRAVIOLET-RADIATION EXPOSURE FROM THE OZONE HOLE IN SOUTHERN CHILE;Schein, O. D., Vicencio, C., Munoz, B.  et al.;Potential effects or impact;Manzano, Carlos;Human health
1738;7362127;06/02/2021 21:32:54;OCULAR AND DERMATOLOGICAL HEALTH-EFFECTS OF ULTRAVIOLET-RADIATION EXPOSURE FROM THE OZONE HOLE IN SOUTHERN CHILE;Schein, O. D., Vicencio, C., Munoz, B.  et al.;What is the evaluation method?;Manzano, Carlos;Epidemiological
1739;7362127;06/02/2021 21:32:54;OCULAR AND DERMATOLOGICAL HEALTH-EFFECTS OF ULTRAVIOLET-RADIATION EXPOSURE FROM THE OZONE HOLE IN SOUTHERN CHILE;Schein, O. D., Vicencio, C., Munoz, B.  et al.;What is the contaminant or variable under study?;Manzano, Carlos;PHYS -PHYsical measurements (eg radiation)
1740;7362127;06/02/2021 21:32:54;OCULAR AND DERMATOLOGICAL HEALTH-EFFECTS OF ULTRAVIOLET-RADIATION EXPOSURE FROM THE OZONE HOLE IN SOUTHERN CHILE;Schein, O. D., Vicencio, C., Munoz, B.  et al.;What is the contaminant or variable under study?;Manzano, Carlos;NA - Not applicable
1741;7362127;06/02/2021 21:32:54;OCULAR AND DERMATOLOGICAL HEALTH-EFFECTS OF ULTRAVIOLET-RADIATION EXPOSURE FROM THE OZONE HOLE IN SOUTHERN CHILE;Schein, O. D., Vicencio, C., Munoz, B.  et al.;TEMPORAL: What is the temporal scale of the study?;Manzano, Carlos;Month - to 3 months
1742;7362127;06/02/2021 21:32:54;OCULAR AND DERMATOLOGICAL HEALTH-EFFECTS OF ULTRAVIOLET-RADIATION EXPOSURE FROM THE OZONE HOLE IN SOUTHERN CHILE;Schein, O. D., Vicencio, C., Munoz, B.  et al.;SPATIAL 1:What is the spatial scale of the study?;Manzano, Carlos;Local (rural, suburban, urban)
1743;7362127;06/02/2021 21:32:54;OCULAR AND DERMATOLOGICAL HEALTH-EFFECTS OF ULTRAVIOLET-RADIATION EXPOSURE FROM THE OZONE HOLE IN SOUTHERN CHILE;Schein, O. D., Vicencio, C., Munoz, B.  et al.;SPATIAL 2. National or International;Manzano, Carlos;Only national
1744;7362127;06/02/2021 21:32:54;OCULAR AND DERMATOLOGICAL HEALTH-EFFECTS OF ULTRAVIOLET-RADIATION EXPOSURE FROM THE OZONE HOLE IN SOUTHERN CHILE;Schein, O. D., Vicencio, C., Munoz, B.  et al.;SPATIAL 3: What is the Chilean macro zone in which the study is developed?;Manzano, Carlos;South zone
1745;7362127;06/02/2021 21:32:54;OCULAR AND DERMATOLOGICAL HEALTH-EFFECTS OF ULTRAVIOLET-RADIATION EXPOSURE FROM THE OZONE HOLE IN SOUTHERN CHILE;Schein, O. D., Vicencio, C., Munoz, B.  et al.;Emission  source in study;Manzano, Carlos;Not applicable
1746;7362126;05/10/2021 23:53:10;Trends in the elemental composition of fine particulate matter in Santiago, Chile, from 1998 to 2003;Sax, S. N., Koutrakis, P., Rudolph, P. A. R.  et al.;Include this reference?;Manzano, Carlos;Yes, include the reference
1747;7362126;05/10/2021 23:53:10;Trends in the elemental composition of fine particulate matter in Santiago, Chile, from 1998 to 2003;Sax, S. N., Koutrakis, P., Rudolph, P. A. R.  et al.;DUDOSO;Manzano, Carlos;No, no tengo dudas en mis respuestas
1748;7362126;05/10/2021 23:53:10;Trends in the elemental composition of fine particulate matter in Santiago, Chile, from 1998 to 2003;Sax, S. N., Koutrakis, P., Rudolph, P. A. R.  et al.;Characterize the organization to which the authors are affiliated?;Manzano, Carlos;Academia (university, institute, others)
1749;7362126;05/10/2021 23:53:10;Trends in the elemental composition of fine particulate matter in Santiago, Chile, from 1998 to 2003;Sax, S. N., Koutrakis, P., Rudolph, P. A. R.  et al.;Strategies;Manzano, Carlos;Analysis of causes of air pollution: Emissions, dispersion conditions, atmospheric chemistry, deposition, 
1750;7362126;05/10/2021 23:53:10;Trends in the elemental composition of fine particulate matter in Santiago, Chile, from 1998 to 2003;Sax, S. N., Koutrakis, P., Rudolph, P. A. R.  et al.;Study characteristics;Manzano, Carlos;Ambient (eg outdoor)
1751;7362126;05/10/2021 23:53:10;Trends in the elemental composition of fine particulate matter in Santiago, Chile, from 1998 to 2003;Sax, S. N., Koutrakis, P., Rudolph, P. A. R.  et al.;Potential effects or impact;Manzano, Carlos;Regulatory and Legal
1752;7362126;05/10/2021 23:53:10;Trends in the elemental composition of fine particulate matter in Santiago, Chile, from 1998 to 2003;Sax, S. N., Koutrakis, P., Rudolph, P. A. R.  et al.;What is the evaluation method?;Manzano, Carlos;Chemical composition
1753;7362126;05/10/2021 23:53:10;Trends in the elemental composition of fine particulate matter in Santiago, Chile, from 1998 to 2003;Sax, S. N., Koutrakis, P., Rudolph, P. A. R.  et al.;What is the contaminant or variable under study?;Manzano, Carlos;PM - particulate matter
1754;7362126;05/10/2021 23:53:10;Trends in the elemental composition of fine particulate matter in Santiago, Chile, from 1998 to 2003;Sax, S. N., Koutrakis, P., Rudolph, P. A. R.  et al.;TEMPORAL: What is the temporal scale of the study?;Manzano, Carlos;1 Year or more
1755;7362126;05/10/2021 23:53:10;Trends in the elemental composition of fine particulate matter in Santiago, Chile, from 1998 to 2003;Sax, S. N., Koutrakis, P., Rudolph, P. A. R.  et al.;SPATIAL 1:What is the spatial scale of the study?;Manzano, Carlos;Local (rural, suburban, urban)
1756;7362126;05/10/2021 23:53:10;Trends in the elemental composition of fine particulate matter in Santiago, Chile, from 1998 to 2003;Sax, S. N., Koutrakis, P., Rudolph, P. A. R.  et al.;SPATIAL 2. National or International;Manzano, Carlos;Only national
1757;7362126;05/10/2021 23:53:10;Trends in the elemental composition of fine particulate matter in Santiago, Chile, from 1998 to 2003;Sax, S. N., Koutrakis, P., Rudolph, P. A. R.  et al.;SPATIAL 3: What is the Chilean macro zone in which the study is developed?;Manzano, Carlos;Central zone
1758;7362126;05/10/2021 23:53:10;Trends in the elemental composition of fine particulate matter in Santiago, Chile, from 1998 to 2003;Sax, S. N., Koutrakis, P., Rudolph, P. A. R.  et al.;Emission  source in study;Manzano, Carlos;Traffic 
1759;7362126;05/10/2021 23:53:10;Trends in the elemental composition of fine particulate matter in Santiago, Chile, from 1998 to 2003;Sax, S. N., Koutrakis, P., Rudolph, P. A. R.  et al.;Emission  source in study;Manzano, Carlos;Industrial and commercial emissions 
1760;7362125;06/11/2021 16:32:40;Gas and aerosol emissions from Villarrica volcano, Chile;Sawyer, G. M., Salerno, G. G., Le Blond, J. S.  et al.;Include this reference?;Sanchez, Luis;Yes, include the reference
1761;7362125;06/11/2021 16:32:40;Gas and aerosol emissions from Villarrica volcano, Chile;Sawyer, G. M., Salerno, G. G., Le Blond, J. S.  et al.;DUDOSO;Sanchez, Luis;No, no tengo dudas en mis respuestas
1762;7362125;06/11/2021 16:32:40;Gas and aerosol emissions from Villarrica volcano, Chile;Sawyer, G. M., Salerno, G. G., Le Blond, J. S.  et al.;Characterize the organization to which the authors are affiliated?;Sanchez, Luis;Academia (university, institute, others)
1763;7362125;06/11/2021 16:32:40;Gas and aerosol emissions from Villarrica volcano, Chile;Sawyer, G. M., Salerno, G. G., Le Blond, J. S.  et al.;Strategies;Sanchez, Luis;Analysis of causes of air pollution: Emissions, dispersion conditions, atmospheric chemistry, deposition, 
1764;7362125;06/11/2021 16:32:40;Gas and aerosol emissions from Villarrica volcano, Chile;Sawyer, G. M., Salerno, G. G., Le Blond, J. S.  et al.;Study characteristics;Sanchez, Luis;Ambient (eg outdoor)
1765;7362125;06/11/2021 16:32:40;Gas and aerosol emissions from Villarrica volcano, Chile;Sawyer, G. M., Salerno, G. G., Le Blond, J. S.  et al.;Potential effects or impact;Sanchez, Luis;Ecological  (animal, plants)
1766;7362125;06/11/2021 16:32:40;Gas and aerosol emissions from Villarrica volcano, Chile;Sawyer, G. M., Salerno, G. G., Le Blond, J. S.  et al.;What is the evaluation method?;Sanchez, Luis;Physical measurements of pollutants
1767;7362125;06/11/2021 16:32:40;Gas and aerosol emissions from Villarrica volcano, Chile;Sawyer, G. M., Salerno, G. G., Le Blond, J. S.  et al.;What is the evaluation method?;Sanchez, Luis;concentrations
1768;7362125;06/11/2021 16:32:40;Gas and aerosol emissions from Villarrica volcano, Chile;Sawyer, G. M., Salerno, G. G., Le Blond, J. S.  et al.;What is the evaluation method?;Sanchez, Luis;Meteorological measurements
1769;7362125;06/11/2021 16:32:40;Gas and aerosol emissions from Villarrica volcano, Chile;Sawyer, G. M., Salerno, G. G., Le Blond, J. S.  et al.;What is the contaminant or variable under study?;Sanchez, Luis;Aerosol
1770;7362125;06/11/2021 16:32:40;Gas and aerosol emissions from Villarrica volcano, Chile;Sawyer, G. M., Salerno, G. G., Le Blond, J. S.  et al.;What is the contaminant or variable under study?;Sanchez, Luis;PM - particulate matter
1771;7362125;06/11/2021 16:32:40;Gas and aerosol emissions from Villarrica volcano, Chile;Sawyer, G. M., Salerno, G. G., Le Blond, J. S.  et al.;What is the contaminant or variable under study?;Sanchez, Luis;COx - Oxides of Carbon
1772;7362125;06/11/2021 16:32:40;Gas and aerosol emissions from Villarrica volcano, Chile;Sawyer, G. M., Salerno, G. G., Le Blond, J. S.  et al.;What is the contaminant or variable under study?;Sanchez, Luis;Other
1773;7362125;06/11/2021 16:32:40;Gas and aerosol emissions from Villarrica volcano, Chile;Sawyer, G. M., Salerno, G. G., Le Blond, J. S.  et al.;What is the contaminant or variable under study?;Sanchez, Luis;SOx - Oxides of Sulphur
1774;7362125;06/11/2021 16:32:40;Gas and aerosol emissions from Villarrica volcano, Chile;Sawyer, G. M., Salerno, G. G., Le Blond, J. S.  et al.;What is the contaminant or variable under study?;Sanchez, Luis;PHYS -PHYsical measurements (eg radiation)
1775;7362125;06/11/2021 16:32:40;Gas and aerosol emissions from Villarrica volcano, Chile;Sawyer, G. M., Salerno, G. G., Le Blond, J. S.  et al.;TEMPORAL: What is the temporal scale of the study?;Sanchez, Luis;Hours- 3 Weeks
1776;7362125;06/11/2021 16:32:40;Gas and aerosol emissions from Villarrica volcano, Chile;Sawyer, G. M., Salerno, G. G., Le Blond, J. S.  et al.;SPATIAL 1:What is the spatial scale of the study?;Sanchez, Luis;Micro-scale (indoor, workplace, residential, street canyons, critical point, etc)
1777;7362125;06/11/2021 16:32:40;Gas and aerosol emissions from Villarrica volcano, Chile;Sawyer, G. M., Salerno, G. G., Le Blond, J. S.  et al.;SPATIAL 2. National or International;Sanchez, Luis;International comparisons
1778;7362125;06/11/2021 16:32:40;Gas and aerosol emissions from Villarrica volcano, Chile;Sawyer, G. M., Salerno, G. G., Le Blond, J. S.  et al.;SPATIAL 3: What is the Chilean macro zone in which the study is developed?;Sanchez, Luis;South zone
1779;7362125;06/11/2021 16:32:40;Gas and aerosol emissions from Villarrica volcano, Chile;Sawyer, G. M., Salerno, G. G., Le Blond, J. S.  et al.;Emission  source in study;Sanchez, Luis;Natural sources 
1780;7362124;06/03/2021 17:38:34;Valuation of the economic impact of the initial allocation of tradable emission permits in air pollution control;Sauma, E. E. ;Include this reference?;Manzano, Carlos;Yes, include the reference
1781;7362124;06/03/2021 17:38:34;Valuation of the economic impact of the initial allocation of tradable emission permits in air pollution control;Sauma, E. E. ;DUDOSO;Manzano, Carlos;No, no tengo dudas en mis respuestas
1782;7362124;06/03/2021 17:38:34;Valuation of the economic impact of the initial allocation of tradable emission permits in air pollution control;Sauma, E. E. ;COMENTARIOS, si los hay.;Manzano, Carlos;objetivo
1783;7362124;06/03/2021 17:38:34;Valuation of the economic impact of the initial allocation of tradable emission permits in air pollution control;Sauma, E. E. ;Characterize the organization to which the authors are affiliated?;Manzano, Carlos;Academia (university, institute, others)
1784;7362124;06/03/2021 17:38:34;Valuation of the economic impact of the initial allocation of tradable emission permits in air pollution control;Sauma, E. E. ;Strategies;Manzano, Carlos;Other unclassified
1785;7362124;06/03/2021 17:38:34;Valuation of the economic impact of the initial allocation of tradable emission permits in air pollution control;Sauma, E. E. ;New Question;Manzano, Carlos;EvaluaciÃƒÆ’Ã‚Â³n econÃƒÆ’Ã‚Â³mica
1786;7362124;06/03/2021 17:38:34;Valuation of the economic impact of the initial allocation of tradable emission permits in air pollution control;Sauma, E. E. ;Study characteristics;Manzano, Carlos;Managment, economic, legal, social
1787;7362124;06/03/2021 17:38:34;Valuation of the economic impact of the initial allocation of tradable emission permits in air pollution control;Sauma, E. E. ;Potential effects or impact;Manzano, Carlos;Regulatory and Legal
